website,source_type,content_summary,screenshot_path,project_name,categories,year_founded,project_location,funding_source,problem_scope,problem_urgency,problem_complexity,problem_statement,target_population,problem_type,policy_area,primary_mechanism,timeframe,impact_potential,activities,outputs,outcomes,impact,stars,forks,last_update,created_at,open_issues,language
https://journaliststudio.google.com,website,"Journalist Studio offers a suite of tools designed to enhance journalism through efficiency, creativity, and security. Key features include **Pinpoint**, which uses AI and Google Search to analyze documents, and **The Common Knowledge Project**, enabling data exploration and visualization for community issues. **Realtime Content Insights** and its Chrome extension provide data-driven content decisions and track reader engagement. Additional tools like **Data Commons**, **Fact Check Explorer**, and **Flourish** support research, fact-checking, and data visualization. Journalists can also access training on Google tools and techniques. The platform integrates advanced security and open knowledge resources to empower reporting and storytelling.",screenshots/journaliststudiogooglecom_df5ba5d0.png,Journalist Studio,"AI & Data,Media & Comms,Civic Tech,Open Systems",2020,Global,Google,global,medium,complex,"Journalists face challenges in efficiently analyzing large volumes of data, verifying information, creating engaging content, and ensuring their digital security. Traditional research and reporting methods can be time-consuming and lack the advanced tools needed to address modern challenges.","Journalists, news organizations, and the public who rely on accurate and reliable information.","Information access and verification, digital security, and content creation efficiency","Media, technology, and information integrity",capacity building,long-term,substantial,"Developing and providing access to AI-powered tools for document analysis (Pinpoint).;Offering data exploration and visualization tools (Common Knowledge Project, Flourish).;Providing real-time content insights and analytics.;Delivering training and educational resources on Google tools and techniques.;Supporting fact-checking initiatives and open knowledge resources.;Enhancing digital security for journalists.",AI-powered document analysis tools.;Data visualization platforms.;Real-time content analytics dashboards.;Training programs and educational materials.;Fact-checking resources and data sets.,Increased efficiency in journalistic research and reporting.;Improved accuracy and reliability of news content.;Enhanced data-driven storytelling capabilities.;Greater audience engagement with news content.;Strengthened digital security for journalists.;Wider adoption of data journalism techniques.,"Empowered journalism community with advanced tools and skills to produce higher quality, more impactful reporting, leading to a more informed and engaged citizenry.",N/A,N/A,N/A,N/A,N/A,N/A
https://kialo.com,website,"Kialo is a platform designed for structured debates and critical thinking, covering diverse topics such as politics, philosophy, science, ethics, and technology. It features public debates with millions of contributions, votes, and claims on various issues, including ""Should American Football Be Banned?"" and ""Is the Scientific Process Objective?"" Top contributors actively engage in discussions, fostering community-driven dialogue. Kialo also offers an educational version, Kialo-edu.com, tailored for educators. The platform encourages exploration of thought-provoking questions like ""Should Governments Limit Free Speech?"" and ""Is Global Overpopulation a Myth?"" It provides a space for reasoned debate, supported by user contributions and statistical insights.",screenshots/kialocom_1080783f.png,Kialo,"Civic Tech,Media & Comms,Open Systems,Community Impact",2017,Global,Unknown,global,medium,complex,"The lack of platforms that encourage structured, reasoned, and unbiased public discourse hinders effective problem-solving and informed decision-making on critical global issues. Many online discussions devolve into unproductive arguments and echo chambers, preventing meaningful engagement with diverse perspectives.","General public, educators, students, researchers, policymakers, and anyone interested in reasoned debate and critical thinking.","Information access and quality, civic engagement, democratic discourse.","Education, media, technology, civic participation.",capacity building,long-term,substantial,Developing and maintaining the Kialo platform.;Facilitating public debates on diverse and complex topics.;Providing tools for structured argumentation and critical thinking.;Offering an educational version (Kialo-edu.com) for educators.;Promoting community engagement and user contributions.;Analyzing debate statistics and user behavior.,"A functioning online platform for structured debates.;Public debates on a variety of topics.;User-generated claims, arguments, and votes.;Educational resources for educators and students.;Statistical data on debate participation and outcomes.",Increased user understanding of complex issues.;Improved critical thinking skills among users.;Enhanced ability to engage in reasoned debate and constructive dialogue.;Greater awareness of diverse perspectives and arguments.;More informed decision-making on personal and societal issues.,"A more informed, engaged, and deliberative global citizenry capable of addressing complex challenges through reasoned dialogue and critical thinking.",N/A,N/A,N/A,N/A,N/A,N/A
https://kumu.io,website,"Kumu is a platform designed to simplify complex data by organizing it into visually appealing relationship maps. It caters to various mapping needs, such as stakeholder, systems, social network, community asset, and concept mapping. Praised for its user-friendly interface and robust features, Kumu enables users to quickly create and share maps without requiring technical expertise. The platform is particularly valued by social sector leaders for its nuanced approach to network mapping and exceptional customer service. Additionally, Kumu offers tools like presentation builders and collaborative whiteboards, making it a versatile solution for organizations tackling complexity. Join for free with no credit card required.",screenshots/kumuio_f98a15b4.png,Kumu,"AI & Data,Civic Tech,Community Impact,Open Systems",2012,Global,Unknown,global,medium,complex,"Organizations and individuals struggle to understand and navigate complex systems and relationships, hindering effective decision-making and problem-solving.","Social sector leaders, organizations tackling complexity, and individuals seeking to understand complex relationships.",Information asymmetry and lack of tools for visualizing complex systems.,"Cross-sectoral, relevant to areas such as social policy, urban planning, and organizational management.",system change,medium-term,substantial,Developing and maintaining a user-friendly platform for creating relationship maps.;Providing training and support to users on how to effectively use Kumu for their mapping needs.;Offering collaborative features to enable teams to work together on mapping projects.;Continuously improving the platform based on user feedback and emerging needs.,Visually appealing relationship maps.;Presentation builders for sharing insights.;Collaborative whiteboards for team brainstorming.;Training materials and support resources.,Increased understanding of complex systems and relationships.;Improved decision-making among individuals and organizations.;Enhanced collaboration and communication within teams.;More effective problem-solving and strategic planning.,"A world where individuals and organizations can effectively navigate complexity, leading to more informed decisions and positive social change.",N/A,N/A,N/A,N/A,N/A,N/A
https://labourxchange.uk,website,"Labour Xchange is a platform designed to make work accessible, fair, and flexible for everyone, particularly those often excluded by traditional recruitment methods. It focuses on providing opportunities for the underemployed, parents, carers, and individuals with disabilities or specific scheduling needs. Workers set their own rates, are guaranteed at least the ""Real Living Wage,"" and keep all earnings without fees. The platform ensures transparency, dignity, and respect, with a commitment to fair treatment for both workers and employers. By streamlining recruitment and leveraging technology, Labour Xchange aims to create a win-win scenario, offering more work, better pay, and inclusive opportunities for all.",screenshots/labourxchangeuk_1127d2c3.png,Labour Xchange,"Civic Tech,Community Impact,Social Justice",2023,Global,Unknown,national,high,complex,"Traditional recruitment methods often exclude underemployed individuals, parents, carers, and individuals with disabilities or specific scheduling needs, leading to economic inequality and underutilization of available talent.","Underemployed individuals, parents, carers, individuals with disabilities, and those with specific scheduling needs.",Economic inequality and lack of inclusive employment opportunities.,"Employment, Labor, and Social Welfare Policies",direct service,medium-term,substantial,"Develop and maintain an online platform connecting workers and employers.;Implement a system for workers to set their own rates, ensuring at least the Real Living Wage.;Provide training and support to workers to enhance their skills and marketability.;Establish a transparent and fair system for resolving disputes between workers and employers.;Market the platform to employers seeking flexible and diverse workforce options.",Functional online platform.;Number of workers registered.;Number of employers registered.;Number of work opportunities created.;Average hourly wage earned by workers.,Increased employment opportunities for target populations.;Improved economic well-being of workers.;Greater flexibility and control over work schedules.;Enhanced inclusion and diversity in the workforce.;Increased awareness among employers of the benefits of hiring from diverse talent pools.,A more equitable and inclusive labor market where everyone has access to fair and flexible work opportunities.,N/A,N/A,N/A,N/A,N/A,N/A
https://landexplorer.coop,website,"Land Explorer Mapping Tools empower communities to access and manage land for shared benefits and sustainable development. The platform provides detailed mapping data, including flood zones, soil types, and ownership details, enabling users to identify suitable land for projects like community housing, food growing, or economic initiatives. Features include site planning, collaboration tools, and access to Public Land for sale. Supported by organizations like Community Energy England and Oxfordshire Community Land Trust, Land Explorer simplifies land research, removes barriers, and promotes community-led, grassroots economic activities. Its mission is to foster sustainable, transformative systems that prioritize community well-being over profit.",screenshots/landexplorercoop_a31c31a6.png,Land Explorer Mapping Tools,"Civic Tech,Community Impact,Infrastructure,Open Systems,Social Justice",2020,Europe,"Community Energy England, Oxfordshire Community Land Trust",local,medium,complex,"Communities face significant barriers in accessing and managing land for community-led initiatives due to complex regulations, lack of accessible data, and limited resources, hindering sustainable development and equitable resource distribution.","Community groups, local organizations, and individuals seeking land for community projects (housing, food growing, economic initiatives).",Resource Access and Management Inequity,"Land Use, Community Development, Local Governance",system change,medium-term,substantial,Developing and maintaining a mapping platform with detailed land data.;Providing tools for site planning and collaboration.;Facilitating access to available public land.;Offering resources and support for community land projects.,Accessible mapping platform with comprehensive land data layers.;Site planning and collaboration tools.;Database of available public land.;Community support resources and workshops.,Increased awareness of available land resources.;Improved community collaboration in land projects.;Streamlined land research and planning processes.;Greater community participation in land management.,"To foster sustainable, transformative systems that prioritize community well-being and equitable access to land resources, leading to thriving, resilient local communities.",N/A,N/A,N/A,N/A,N/A,N/A
https://liberopinion.com,website,"Liberopinion is a public participation platform designed to engage citizens in decision-making processes. It allows users to share opinions, suggestions, and feedback on various topics, fostering transparency and collaboration between governments, organizations, and communities. The platform enables real-time discussions, surveys, and consultations, ensuring diverse voices are heard. It aims to empower individuals by providing accessible tools for civic engagement, promoting accountability and inclusivity in public policies. Liberopinion serves as a bridge between authorities and citizens, encouraging active participation in shaping societal decisions. Its user-friendly interface and data-driven approach make it an effective tool for enhancing democratic dialogue and collective problem-solving.",screenshots/liberopinioncom_cf97a04d.png,Liberopinion,"Civic Tech,Gov Services,Innovation & Reform,Open Systems",2023,Global,Unknown,national,medium,complex,"Lack of effective public participation in governmental decision-making, resulting in policies that do not adequately represent the needs and opinions of citizens.","Citizens, governments, and organizations seeking to improve public engagement.","Democratic deficit, lack of citizen voice","Public policy, governance, civic engagement",system change,medium-term,substantial,Develop and maintain an online platform for public discussions and consultations.;Conduct surveys and polls to gather citizen feedback.;Facilitate real-time discussions between citizens and policymakers.;Analyze and report on citizen opinions to inform decision-making.;Promote the platform and encourage citizen participation.,Functional online platform.;Reports on citizen opinions and feedback.;Increased participation in public discussions.;Surveys and polls conducted and analyzed;Active user base on platform,Increased citizen engagement in decision-making processes.;Improved transparency and accountability in government.;Policies that better reflect citizen needs and opinions.;Stronger relationships between citizens and policymakers.;Greater public trust in government.,"Empowered citizens actively participate in shaping societal decisions, leading to more inclusive and effective public policies.",N/A,N/A,N/A,N/A,N/A,N/A
https://library.theengineroom.org,website,"The Engine Room Library is a resource hub focused on using data and technology for social change. It offers concise ""books"" that introduce various topics, linking to additional resources. Information is gathered from direct support, community work, and research, summarized in an accessible format for easy understanding. Each book is kept short to help users quickly find relevant content. The library encourages feedback and contributions, inviting users to suggest topics or deeper insights. All content and code are open-source and available on GitHub, promoting transparency and collaboration. Available in multiple languages, it’s a practical tool for those working in social change.",screenshots/librarytheengineroomorg_4f049a48.png,Engine Room Library,"AI & Data,Civic Tech,Social Justice,Open Systems,Community Impact",2015,Global,Unknown,global,medium,complex,"Many individuals and organizations working towards social change struggle to effectively leverage data and technology due to a lack of accessible, easily digestible resources. This gap hinders their ability to understand relevant concepts, adopt appropriate tools, and maximize their impact.","Individuals and organizations working in social change, including activists, NGOs, researchers, and policymakers.",Knowledge gap and resource scarcity,"Open data, digital inclusion, civic engagement",capacity building,medium-term,substantial,"Creating and curating concise 'books' on data and technology for social change.;Linking to external resources for deeper exploration.;Gathering information from direct support, community work, and research.;Translating resources into multiple languages.;Maintaining open-source code and content on GitHub.;Soliciting feedback and contributions from users.",A collection of easily accessible resources (books) on data and technology for social change.;Open-source content and code on GitHub.;Multi-lingual translations of resources.;A platform for community feedback and contribution.,Increased understanding of data and technology concepts among social change actors.;Greater adoption of appropriate tools and practices.;Improved data literacy within the social sector.;Enhanced capacity for using data to inform social change initiatives.,"A more effective and data-driven social change sector, leading to greater positive impact on communities and addressing global challenges.",N/A,N/A,N/A,N/A,N/A,N/A
https://liquidfeedback.com,website,"LiquidFeedback is a versatile, open-source democracy software designed to facilitate transparent and collective decision-making in various contexts, including political parties, corporations, NGOs, and cooperatives. Built on four core principles—transparency, collective moderation, power delegation, and preferential aggregation—it enables scalable, inclusive, and efficient decision-making processes. The platform is highly adaptable, allowing users to customize it to fit specific organizational needs without modifying the code. It supports integration with existing IT systems, ensures data portability, and offers both on-premise and cloud installation options. With over a decade of experience, LiquidFeedback is a trusted tool for enhancing participatory governance and collaborative decision-making.",screenshots/liquidfeedbackcom_02bb9312.png,LiquidFeedback,"Civic Tech,Gov Services,Open Systems,Innovation & Reform",2009,Global,Unknown,global,medium,complex,"Many organizations and political entities struggle with inefficient, non-transparent, and exclusive decision-making processes that fail to engage members effectively, leading to dissatisfaction, lack of representation, and suboptimal outcomes. Existing systems often lack scalability and adaptability to diverse organizational structures and needs.","Members of political parties, corporations, NGOs, cooperatives, and any organization seeking more participatory decision-making processes.",Governance and democratic participation,"E-governance, democratic reform, organizational decision-making",system change,long-term,substantial,Development and maintenance of open-source LiquidFeedback software.;Providing support and documentation for users and developers.;Customization and integration of LiquidFeedback for various organizations.;Promoting the adoption of LiquidFeedback through outreach and education.;Community building and collaboration among users and developers.,Functional and updated LiquidFeedback software platform.;Comprehensive documentation and support resources.;Customized LiquidFeedback installations for organizations.;Increased awareness and adoption of LiquidFeedback.;Active community of users and developers.,Increased participation in decision-making processes.;Improved transparency and accountability in organizations.;More efficient and inclusive decision-making.;Enhanced member satisfaction and engagement.;Better-informed and more representative decisions.,"A world where organizations and political entities make decisions in a transparent, inclusive, and efficient manner, leading to better governance, increased participation, and more representative outcomes for all stakeholders.",N/A,N/A,N/A,N/A,N/A,N/A
https://littlesis.org,website,"LittleSis is a free, open-source research platform that maps the networks of power in business and government, aiming to support social justice campaigns. The site offers resources like the Fossil Fuel Finance Hub and Map the Power Toolkit to help users understand corporate influence and climate crisis drivers. It provides training on power research for activists and journalists, with upcoming workshops starting April 18, 2024. Recent research highlights include the role of financial industries in fossil fuel funding and the influence of weapons manufacturers in educational institutions. LittleSis also publishes news and reports on political donations and campaign strategies, empowering grassroots movements.",screenshots/littlesisorg_bc2636f3.png,LittleSis,"Civic Tech,Social Justice,Open Systems,Media & Comms,AI & Data",Unknown,Global,Unknown,global,high,complex,"Lack of transparency and accountability in the networks of power connecting business and government contribute to social injustice, environmental degradation, and political corruption. Understanding and exposing these connections is essential for informing and empowering social justice campaigns.","Activists, journalists, researchers, and the general public concerned with corporate and government power dynamics.",Systemic power imbalance and lack of transparency.,"Lobbying, Campaign Finance, Environmental Policy, Corporate Governance",advocacy,long-term,substantial,Mapping and visualizing networks of power.;Providing research tools and data related to corporate and government influence.;Training activists and journalists in power research.;Publishing news and reports on political donations and campaign strategies.;Developing resources like the Fossil Fuel Finance Hub and Map the Power Toolkit.,Database of connections between individuals and organizations.;Network maps visualizing power dynamics.;Reports and articles exposing undue influence.;Training workshops and educational resources.;Research tools and data sets.,Increased awareness of power structures and corporate influence.;Empowered activists and journalists to conduct effective research.;Improved public discourse on political and economic issues.;Enhanced accountability for corporations and government officials.;Strengthened social justice campaigns.,"A more just and equitable society where power is distributed more fairly, and corporate and government actions are transparent and accountable.",N/A,N/A,N/A,N/A,N/A,N/A
https://localinsight.org,website,"Local Insight is a user-friendly platform designed to help organizations make informed decisions by providing comprehensive small-area data. It offers over 1,500 indicators, customizable analysis, and easy-to-use visualizations for mapping, comparing, and reporting on communities. The platform ensures regular data updates and supports evidence-based decision-making through shareable reports. Suitable for councils, grantmakers, and charities, Local Insight features tailored outputs, personalized support, and intuitive navigation, making it accessible even for non-data experts. Recent updates include new indicators like childcare accessibility in England and mid-year population estimates. Book a demo to explore how Local Insight can benefit your community.",screenshots/localinsightorg_7106f00e.png,Local Insight,"AI & Data,Civic Tech,Gov Services,Community Impact",Unknown,Europe,Unknown,local,medium,complex,"Organizations lack access to comprehensive, easily digestible small-area data, hindering their ability to make informed decisions and effectively address local needs.","Councils, grantmakers, charities, and other organizations involved in community development and local governance.",Information Asymmetry,"Local Government, Community Development, Social Policy",capacity building,medium-term,substantial,Data aggregation and analysis;Platform development and maintenance;User training and support;Report generation and visualization;Data updates and indicator expansion,"User-friendly platform with 1500+ indicators;Customizable analysis tools;Easy-to-use visualizations (maps, comparisons, reports);Regular data updates;Shareable reports",Increased access to small-area data for organizations;Improved data literacy among users;More informed decision-making by organizations;Enhanced evidence-based practices;Better targeting of resources and interventions,"Communities benefit from data-driven decision-making, leading to improved resource allocation, more effective interventions, and ultimately, enhanced quality of life for residents.",N/A,N/A,N/A,N/A,N/A,N/A
https://manifold.markets,website,"ManifoldMANIFOLDBrowseAboutAppSign upGet1,000and3.00DiscordDarkLight (auto)Sign inMANIFOLD🗳️ Politics💻 Tech🏟️ Sports🎬 Entertainment💵 Business🤪 FunBestHotNewOpen optionsOpen© Manifold Markets, Inc.•Terms + Mana-only Terms•Privacy•RulesBrowseExploreAboutSign in",screenshots/manifoldmarkets_df0cfb35.png,Manifold Markets,"Civic Tech,Open Systems,Innovation & Reform",2020,Global,Venture Capital,global,medium,complex,"Current systems for forecasting and decision-making are often inaccurate, inefficient, and lack broad participation. Existing prediction markets are complex and inaccessible to the average person.","Individuals, organizations, and governments seeking to improve their forecasting and decision-making processes.",Information Asymmetry and Inefficient Resource Allocation,Information Technology and Public Policy,system change,medium-term,substantial,"Develop and maintain a user-friendly prediction market platform.;Incentivize participation through mana rewards and a fun, engaging interface.;Promote the platform to a wide audience, including individuals, organizations, and governments.;Foster a community of forecasters and decision-makers who can share insights and learn from each other.",A functional prediction market platform.;A growing user base of forecasters and decision-makers.;Real-time forecasts on a variety of topics.;API Access for third-party applications.,Improved accuracy of forecasts.;More efficient allocation of resources.;Better-informed decision-making.;Increased public engagement in forecasting and decision-making processes.,"To create a world where forecasting and decision-making are more accurate, efficient, and democratic, leading to improved outcomes for individuals, organizations, and society as a whole.",N/A,N/A,N/A,N/A,N/A,N/A
https://mapit.mysociety.org,website,"MapIt : map postcodes and geographical points to administrative areas mySociety MapIt Home Pricing Documentation Log in Sign up The easy way to match points to boundaries If your app or website needs to connect UK locations with areas like constituencies or counties, MapIt can save you a lot of time. MapIt is mature, trusted and widely deployed — and it is designed to fit right into your website or app, quickly and simply. Try it out – enter a postcode What is MapIt? It matches geographic points with areas Input a postcode, and MapIt knows which constituency, parish, council area it’s in – and lots more. It’s an API you can call from websites and apps MapIt’s stable, well documented API makes it easy to integrate into a range of software solutions. And all with a clear, hassle-free subscription Signing up is quick and easy, with automatic monthly payments and no lengthy tie-ins. See our pricing plans. Your user inputs any of these… A UK postcode Their position via GPS A pin on a map An",screenshots/mapitmysocietyorg_4ca207b3.png,MapIt,"Civic Tech,Gov Services,Open Systems,Infrastructure",2007,Europe,Subscription revenue,national,medium,complicated,"Many applications and websites require the ability to link geographical points (e.g., postcodes, GPS coordinates) to administrative areas (e.g., constituencies, counties). Manually creating and maintaining this mapping is time-consuming, complex, and prone to error.","Developers, organizations, and individuals who need to connect UK locations with administrative boundaries.",Information access and data management,Government transparency and data infrastructure,direct service,medium-term,substantial,Providing an API to match geographic points with administrative areas.;Maintaining and updating the database of administrative boundaries and their corresponding geographical points.;Offering a subscription service for accessing the API.,A functional API.;Up-to-date data on UK administrative boundaries.;Subscription plans for users with varying needs.;Clear and comprehensive API documentation.,Reduced development time for applications and websites that require location-based services.;Improved accuracy and reliability of location-based data.;Increased accessibility to geographic data for a wider range of users.;Efficiently integrating geographical data into apps,"Simplified access to location data, empowering developers and organizations to build better civic technology applications and services, leading to improved government transparency and citizen engagement.",N/A,N/A,N/A,N/A,N/A,N/A
https://mapped.commonknowledge.coop,website,"Mapped by Common Knowledge is a web-based tool for organisers and activists to enhance their campaigns by enriching contact data with location-specific information like constituencies, wards, and NHS Health Authority. Users upload a CSV or spreadsheet with postcodes, and Mapped adds these details without storing data on servers, ensuring privacy. The tool supports recruiting, canvassing, and fundraising efforts. It integrates with CRMs like Mailchimp and NationBuilder for seamless workflows. Future updates include CRM integration and new features. Funded by Civic Power Fund and Joseph Rowntree Reform Trust, Mapped promotes social movement-building technology. Users can subscribe for updates or support the project.",screenshots/mappedcommonknowledgecoop_7d05d4cd.png,Mapped by Common Knowledge,"Civic Tech,Social Justice,AI & Data",2020,Europe,"Civic Power Fund, Joseph Rowntree Reform Trust",national,medium,complicated,"Organisers and activists face challenges in efficiently enriching contact data with location-specific information needed for targeted campaigns. This hinders effective recruitment, canvassing and fundraising.","Organisers, activists, and campaign staff",Data Management and Campaign Efficiency,Civic Engagement,capacity building,medium-term,substantial,Developing and maintaining the Mapped web tool.;Providing postcode enrichment services.;Integrating with CRM platforms.,Web-based tool for enriching contact data.;Location-specific information added to user-uploaded data.;Integration with CRMs like Mailchimp and NationBuilder.,"Increased efficiency in recruitment, canvassing, and fundraising.;Improved targeting of campaign efforts.;Enhanced data management for organisers and activists.",Empowered and effective social movements built through accessible and privacy-respecting technology.,N/A,N/A,N/A,N/A,N/A,N/A
https://mapping.kids,website,"Kidmapping is a resource tracking the locations of deported Ukrainian children in Russia, Belarus, and occupied territories. It acknowledges past deportations under Russian rule as colonization instruments, aiming to preserve the memory of these crimes. The project uses open-source information (news, social media, etc.) to identify locations, being mindful of the influence of Russian entities like the Investigative Committee and the Orthodox Church.
Map points indicate the probability of finding children: red (high probability, often permanent relocation), yellow (less likely, temporary stays), and grey (potential locations with no confirmed data). The project maintains secrecy about its exact search terms and urges the media to be cautious with information that could endanger children's return.
Kidmapping encourages public support through information sharing, subscribing to their Instagram, and collaboration with journalists/investigators. They request information regarding errors on the website, any data that is not on their website and offer collaboration or information sharing to the press via their contact email with the proper subject line.",,Kidmapping,"Civic Tech,Social Justice,Open Systems,AI & Data,Community Impact,Media & Comms",2022,Europe,Unknown,global,critical,complex,"The forced deportation and relocation of Ukrainian children by Russia constitutes a grave human rights violation and a tool of cultural erasure. Tracking, documenting, and ultimately facilitating the reunification of these children with their families are critical to addressing this ongoing crisis and preserving evidence of these war crimes.","Ukrainian children deported to Russia, Belarus, and occupied territories, and their families.","Human Rights Violation, War Crime, Child Trafficking","International Law, Human Rights, Child Welfare, Geopolitics",advocacy,long-term,transformative,"Collecting and verifying open-source information on the location of deported Ukrainian children.;Mapping the likely locations of the children using a probability-based system (red, yellow, grey).;Maintaining secrecy around search terms to protect the safety of the children.;Encouraging public support through information sharing.;Collaborating with journalists and investigators to raise awareness and support reunification efforts.;Soliciting information from the public regarding errors or new data.",A publicly accessible map showing the probable locations of deported Ukrainian children.;A database of verified information on the children and their locations.;Reports and publications documenting the deportations and their impact.;Media coverage of the issue.;Public awareness campaigns.;Requests for information from the public to aid in project completion,Increased awareness of the forced deportation of Ukrainian children.;Identification of locations where deported children are likely to be found.;Increased public pressure on Russia and Belarus to return the children.;Facilitation of family reunification efforts.;Gathering and preservation of evidence;Increased public information regarding the problem,"The long-term vision is to end the forced deportation of Ukrainian children, hold perpetrators accountable for their actions, and ensure that all deported children are safely returned to their families and communities. Prevent future acts of cultural erasure and address the ongoing trauma inflicted on Ukrainian families.",N/A,N/A,N/A,N/A,N/A,N/A
https://matrix.org,website,"Matrix is an open, decentralized network designed for secure communication. It supports chat with friends, family, and communities, offering a safe and supercharged environment for interactions. Matrix allows users to build advanced, rich communication applications through its ecosystem of clients, servers, bots, and application services. Fully open-source, it provides extensive developer documentation and specifications for those looking to create apps on its platform. Matrix emphasizes security and collaboration, with resources like a security disclosure policy and a hall of fame. Users can support the project through donations or by shopping, while maintaining transparency with a code of conduct and legal policies.",screenshots/matrixorg_887c7b43.png,Matrix,"Civic Tech,Digital Rights,Infrastructure,Open Systems,Media & Comms",2014,Global,Donations and Shopping,global,medium,complex,"Lack of an open, decentralized, and secure communication platform that ensures user privacy and control, and allows interoperability between different communication systems, resulting in fragmented communication and potential security vulnerabilities.","Individuals, communities, and organizations seeking secure and private communication channels, and developers aiming to build communication applications.",Communication infrastructure and digital rights,"Internet governance, digital privacy, and cybersecurity",system change,long-term,transformative,Developing and maintaining the Matrix protocol specification.;Creating and supporting open-source client and server implementations.;Providing developer documentation and resources.;Promoting the adoption of Matrix through community engagement and marketing.;Ensuring security through ongoing audits and a responsible disclosure policy.,"The Matrix protocol specification.;Open-source client and server software (e.g., Element, Synapse).;Developer documentation and APIs.;A thriving Matrix ecosystem of clients, servers, bots, and application services.",Increased adoption of Matrix as a secure communication platform.;Improved interoperability between different communication systems.;Greater user control over their communication data.;Enhanced privacy and security for online interactions.;Development of innovative communication applications on the Matrix platform.,"A future where communication is open, secure, and decentralized, empowering users to control their digital identities and interactions, fostering a more trustworthy and participatory digital society.",N/A,N/A,N/A,N/A,N/A,N/A
https://medium.com/@abscond/membership-a-prototype-ea822b2683b,website,"James Darling explores the need to transform civic institutions for the 21st century, focusing on membership-driven organizations like the Labour Party. He built a prototype in October 2016, addressing challenges such as data management, volunteer engagement, and the dichotomy between centralized organizations and grassroots movements. Traditional models often bureaucratize volunteers, while grassroots efforts struggle with scalability. Darling’s prototype, termed an ""MRM"" (Membership Relationship Manager), aims to bridge this gap by using open-source code to create flexible systems for member-based organizations. It focuses on managing personal data effectively while fostering collaboration between grassroots teams and central headquarters, offering a foundational tool for modern civic engagement.",,Membership Relationship Manager (MRM) Prototype,"Civic Tech,Open Systems,Innovation & Reform",2016,Global,Unknown,national,medium,complex,"Civic institutions, particularly membership-driven organizations, face challenges in effectively managing data, engaging volunteers, and bridging the gap between centralized structures and grassroots movements. Traditional models often lead to volunteer bureaucratization, while grassroots efforts struggle to scale and integrate effectively with central operations.","Membership-driven organizations, volunteers, members of political parties, and civic institutions.",Organizational inefficiency and lack of effective tools for member engagement and data management.,"Civic engagement, data governance, organizational management.",capacity building,medium-term,substantial,Developing an open-source MRM prototype.;Designing flexible systems for member-based organizations.;Facilitating collaboration between grassroots teams and central headquarters.;Managing personal data effectively.,An open-source MRM prototype.;A system for managing member data.;Tools to enhance volunteer engagement.;A platform for collaboration.,Improved data management within civic organizations.;Increased volunteer engagement and retention.;Enhanced collaboration between grassroots teams and central headquarters.;Greater organizational efficiency and effectiveness.,"Transformed civic institutions capable of effectively engaging members, managing data, and fostering collaboration, leading to a more participatory and responsive civic landscape.",N/A,N/A,N/A,N/A,N/A,N/A
https://medium.com/metagov/introducing-the-agreement-engine-bf03b6d5c16c,website,"The article introduces the *Agreement Engine*, an open-source software service designed to create modular systems for agreements, blending social, legal, and computational elements. Agreements, essential for collaboration in various contexts (business, gaming, etc.), hinge on mutual assent and often incur obligations. The piece explores how traditional legal contracts, smart contracts, and informal agreements differ in user experience and enforcement. It highlights the evolution of contract systems toward computational and legal integration, emphasizing the need for user-friendly, enforceable agreements in digital spaces. The *Agreement Engine* aims to transform web resources into enforceable contracts, part of the broader Metagov toolkit for online governance.",,Agreement Engine,"Civic Tech,Open Systems,Gov Services,Innovation & Reform",2020,Global,Metagov,global,medium,complex,"The lack of user-friendly, enforceable agreement systems in digital spaces hinders collaboration and creates uncertainty in online interactions. Existing solutions like traditional legal contracts, smart contracts, and informal agreements each have limitations in user experience, enforcement, and accessibility.","Businesses, online communities, gamers, and anyone engaging in collaborations requiring enforceable agreements online.",Governance and legal infrastructure for online environments.,"Internet governance, digital law, contract law",system change,medium-term,substantial,Developing the open-source Agreement Engine software.;Integrating legal and computational elements into a modular agreement system.;Testing and refining the Agreement Engine with pilot communities.;Promoting the adoption of the Agreement Engine within the Metagov toolkit.;Building resources and documentation for developers and users.,Open-source Agreement Engine software.;Modular agreement templates.;API and integration tools.;Documentation and tutorials.;Pilot implementations in online communities.,Increased adoption of enforceable agreements in digital spaces.;Improved user experience in creating and managing agreements.;Reduced uncertainty and disputes in online collaborations.;Greater trust and transparency in online governance.;Streamlined integration of legal and computational aspects of agreements.,"To transform web resources into enforceable contracts, fostering trust, transparency, and effective governance in online environments.",N/A,N/A,N/A,N/A,N/A,N/A
